codigo_4,descripcion;
S05.2,Laceración y rcuptura ocular ncon prolapso os pérdida del;
S05.3,Laceracdión ocular sin prolapso o pérdida del tejidoM;
S05.4,iHerida penetr ante de la órbitar con o sin cuerpo extraño;
S05.5,) d;
S05.6,zHerida penetroante de globo ocular sin cuerpo extraño;
S05.8,Oetros traumatismos del ojo y de la órbita;
"S05.9,""Traumatismo del ojo y de la órbita, no especificado""";
S06.0,) c;
S06.1,Edema cerebral traumático f;
S06.2,);
S06.3,) i trahumatismo del ojao y de la órbita (S05.–);
S06.4,rHemorragian epidural e /;
S06.6,Hemorragia suba racnoidea trauOmática;
S06.7,zTraumatismo ointracraneal c on coma prolongado;
S06.8,iOtros traumhatismos intracaraneales;
"S06.9,""Traumatismo intracraneal, no especificado""";
S07.0,Traumatismo por aplastamiento de la cara;
S07.1,Traumatismo por aplastamiento del cráneo;
S07.8,Traumatismo por aplastamiento de otras partes de la cabeza;
"S07.9,""Traumatismo por aplastamiento de la cabeza, parte no""";
S08.0,Avulsión del cuero cabelludo n;
S08.1,Amputación traumática de la oreja ó;
S08.8,Amputación traumática de otras pairtes de la cabceza;
S08.9,Amputación traumática de partae no especificauda de la r;
S09.0,Traumatismo dce los vasos snanguíneos de sla cabeza no;
S09.1,Traumatismo des tendón y múrsculos de la cabeza;
S09.2,);
S09.7,Traumatóismos múltiples de la cabeza;
"S09.8,""Otros traumatismos de la cabeza, especificados""";
S09.9,) S07 Traumatismo por aplastamiento de la cabeza;
S10.0,Coanltusión de la giarganta v O;
S10.1,Otrocs traumatism os superficialeOs y los no especificados de;
S10.7,zTraumatismo osuperficial mú ltiple del cuello;
S11.0,Herida que compromete la laringe y la tráquea;
S11.1,Herida que compromete la glándula tiroides;
S11.2,Herida que compromete la faringe y el esófago cervical;
S11.7,Heridas múltiples del cuello;
S11.8,Heridas de otras partes del cuello;
"S11.9,""Herida de cuello, parte no especificada""";
S12.0,Fractura de la primera vfértebra cervicdal;
S12.1,Fracltura de la segiunda vértebrav cervical;
S12.2,rFractura den otras vértebrase cervicales es/pecificadas;
S12.7,) ó;
S12.8,Fractura de otras partes del cueOllo;
"S12.9,""Fractura del cuello, parte no especificada""";
S13.0,Ruptura traumática de disco cervical intervertebral;
S13.1,Luxación de vértebra cervical;
S13.2,Luxaciones de otras partes y de las no especificadas del;
S13.3,Luxaciones múltiples del cuello;
S13.4,Esguinces y torceduras de la columna cervical;
S13.5,Esguinces y torceduras de la regicón tiroidea;
S13.6,Esguinces y torcedupras de articula ciones y ligam efntos de;
S14.0,Conlcusión y edeima de la médulva espinal cervical;
S14.1,iOtros trauma tismos de la médula espinal cervical y los no;
"S14.2,""–S14.a6,""";
S14.3,Traumatismo del plexo braquialO;
S14.4,zTraumatismo ode nervios pe riféricos del cuello;
S14.5,iTraumatismho de nervios caervicales simpáticos;
S15.0,Traumatismo de la arteria carótida;
S15.1,Traumatismo de la arteria vertebral;
S15.2,Traumatismo de la vena yugular externa;
S15.3,Traumatismo de la vena yugular interna;
S15.7,Traumatismo de múltiples vasos sanguíneos a nivel del;
S15.8,Traumatismo de otros vasos sanguíneos a nivel del cuello;
S15.9,Traumatismo de vasos sanguíneos no espe.cificados a ni vel;
S17.0,Traumatismo por applastamiento de la laringe y d e la tráquea;
S17.8,Traumatismo pora aplastamienteo de otras partes del cuello;
"S17.9,""Traumatismo por aplastamiento del cuello, parte no""";
S19.7,Traumatismos mú ltiples del cueOllo;
"S19.9,"", S29.9, S39.M9 y T09.9""";
S20.0,Conctusión de la mama;
S20.1,Oatros traumatissmos superficiales y los no especificados de;
S20.2,Contusión del tórax;
S20.4,Oetros traumatismos superficiales de la pared posterior del;
S20.7,Traumatismos superficiales múltiples del tórax;
S20.8,Traumatismo superficial de otras partes y de las no;
S21.0,Herida de la mama;
S21.1,Herida de la pared anterior del tórax;
S21.2,Herida de la pared posterior del tórax;
S21.7,Herida múltiple de la pared torácica r;
S21.8,Herida de otras partes del tórax c;
"S21.9,""Herida del tórax, parte no especificada""";
"S22.0,""–S22.1, S32.0,""";
S22.1,Fracturas múltiples de columna torácica;
S22.2,Fractura del esternón;
S22.3,Fractura de costilla;
S22.4,Fracturas múltiples de costillas;
S22.5,Tórax azotado;
S22.8,Fractura de otras partes del tórax óseo;
"S22.9,""Fractura del tórax óseo, parte no especificada""";
S23.0,Ruptura traumática de disco intervertebranl torácico;
S23.1,Luxación de vértebra torácica ó;
S23.2,Luxación de otras partes y de laas no especificaudas del tóraxr;
S23.3,Esguinces y torceduras de ctolumna torácicla o;
S23.4,Esguinces y torceduras dce costillas y eseternón;
S23.5,Esguinces y torceduraas de otras partes y de las no;
S24.0,Conc usión y edema de la médula espinal torácica;
S24.1,Otaros traumatismos y los no especificados dOe la médula;
"S24.2,""–S 24.6, S25.–, S2 8f.–,""";
S24.4,Traucmatismo de nervios simpáticos torácicos;
S24.5,Teraumatismo de otros nervios del tórax;
S24.6,Traumatismo de nervio no especificado del tórax;
S25.0,Traumatismo de la aorta torácica;
S25.1,Traumatismo de la arteria innominada o subclavia;
S25.2,Traumatismo de vena cava superior;
S25.3,Traumatismo de la vena innominada o subclavia;
S25.4,Traumatismo de vasos sanguíneos pulmonares;
S25.5,Traumatismo de vasos sanguíneos intercostales;
S25.7,Traumatismo de múltiples vasos sanguíneos del tórax;
S25.8,Traumatismo de otros vasos sanguíneos del tórax;
S25.9,Traumatismo de vasos sanguíneos no especificadors del;
S26.0,Traaulmatismo deli corazón con hvemopericardiOo;
S26.8,iOtros trauma tismos del corazón;
S27.0,) a u r;
S27.1,) /;
S27.2,) i;
S27.3,Otros traumatismos del pulmón;
S27.4,Traumatismo de los bronquios;
S27.5,);
S27.6,Traumatismo de la pleura;
S27.7,Traumatismos múltiples de órganos intratorácicos;
S27.8,) a i r;
"S27.9,""Traumatismo de órgano intratorácicio, no especificado""";
S28.0,Aplastamiento del tóraax;
S28.1,Amputación trauamática de partee del tórax;
S29.0,Traumatismo des tendón y múrsculos a nivel del tórax;
S29.7,rTraumatismnos múltiples deel tórax /;
"S29.8,""Otrocs traumatismos del tórax, especificados""";
"S29.9,""Traumatismo del tórax, no especificado""";
S30.0,Conctusión de la región lumbosacra y de la pelvis;
S30.1,zContusión deo la pared abdo minal;
"S30.7,""Traumatismos superficiales múltiples del abdomen, de la""";
"S30.8,""Otros traumatismos superficiales del abdomen, de la región""";
"S30.9,""Traumatismo superficial del abdomen, de la región""";
S31.0,Herida de la región lumbosacra y de la pelvis o;
S31.1,Herida de la pared abdominal d a;
S31.2,Herida del pene;
S31.3,Herida dele e scroto y de lois testículos o S;
S31.4,Herida de la vagina y def la vulva d;
S31.5,Herida de otros órgannos genitales aexternos y de los no;
S31.8,Hericdas de otras partes y de las no especificadas del;
S32.0,Fractura de vértebra lumbar;
S32.1,Fractura del sacro;
S32.2,Fractura del cóccix;
S32.3,Fractura del hueso iliaco;
S32.4,Fractura del acetábulo;
S32.5,Fractura del pubis o;
S32.7,Fracturas múltiples de la columna lumbar y de la pelvis;
S32.8,Fractura de otras partes y de las nco especificadas de la;
S33.1,Luxcación de vértebra lumbar;
S33.2,zLuxación de aorticulación sa crococcígea y sacroiliaca;
S33.5,Eesguinces y torceduras de la columna lumbar;
S33.6,Esguinces y torceduras de la articulación sacroiliaca;
S33.7,Esguinces y torceduras de otras partes y de las no;
S34.0,Concusión y edema de la médula espinal lumbar;
S34.1,Otro traumatismo de la médula espinal lumbar;
S34.2,Traumatismo de raíz nerviosa de la columna lumbar y sacra;
S34.3,Traumatismo de la cola de caballo;
S34.4,Traumatismo del plexo lumbosacro;
"S34.5,""Traumatismo de nervios(s) simpático(s) lumbar(es), sacro(s)""";
"S34.6,""Traumatismo de nervio(s) periférico(s) del abdomen, de lao""";
"S34.8,""Traumatismo de otros nervios a niveld del abdomen, dae la""";
S35.0,Traumatdismo de la ao rtaf abdominal d M;
S35.1,Traaulmatismo de ila vena cava invferior O;
S35.2,Traumatóismo de arterias celíacas y mesentéricas;
S35.4,Traumatismo de vasos sanguíneos renales;
S35.5,Traumatismo de vasos sanguíneos iliacos;
S35.7,Traumatismo de múltiples vasos sanguíneos a nivel del;
S35.8,Traumatismo de otros vasos sanguíneos a nivel del;
S35.9,Traumatismo de vasos sanguíneos no especificados a nivel;
S36.0,) u r;
S36.1,Traumatismo del hígadao y de la vesícdula biliar a;
S36.2,Traumatismo dela páncreas e a;
S36.3,Traumatismo dcel estómago n s;
S36.4,Traumatisme o del intestinio delgado o S;
S36.5,Traumatdismo del colo n M;
S36.6,Traum atismo del recto;
S36.7,Traaumatismo de múltiples órganos intraabdoOminales;
S36.8,) P;
S37.0,Traumatismo del riñón;
S37.1,Traumatismo del uréter;
S37.2,Traumatismo de la vejiga;
S37.3,Traumatismo de la uretra;
S37.4,Traumatismo del ovario;
S37.5,Traumatismo de la trompa de Falopio;
S37.6,Traumatismo del útero;
S37.7,Traumatismo de múltiples órganos pélvicos;
S37.8,Traumatismo de otros órganos pélvicos;
S37.9,Traumatismo de órgano pélvico no especificado r;
S38.0,Traumatismo por aplastamiento de órganos genitfales;
S38.1,Traumatismo pora aplastamienteo de otras partes y de las no;
S38.2,Amputadción traumátic a de órganos genitales exterMnos;
S38.3,) c;
S39.6,DTraumatismo de órgano(s) intraabdominal(es) con órgano(s);
"S39.7,""Otros traumatismos múltiples del abdomen, de la región""";
"S39.8,""Otros traumatismos especificados del abdomen, de la""";
"S39.9,""Traumatismo no especificado del abdomen, de la región""";
S40.0,Contusión del hoambro y del breazo;
S40.7,Traumatismosc superficiales mnúltiples del hsombro y del brazo;
S40.8,Otros trauem atismos supeirficiales del hoombro y del braSzo;
S40.9,Traumatdismo superfic ial no especificado del hombMro y del;
S41.1,Hericda del brazo;
S41.7,Haeridas múltipless del hombro y del brazo;
S41.8,zHerida de otraos partes y de las no especificadas del hombro;
S42.0,)a l • escápula (S42l.1);
S42.1,Fractura del omóplato;
S42.2,Fractura de la epífisis superior del húmero;
S42.3,Fractura de la diáfisis del húmero o;
S42.4,Fractura de la epífisis inferior del húmero f;
"S42.7,""iFracturas mú ltiples de la clavícula, del omóplato y del""";
"S42.9,""Fracctura del hombro y del brazo, parte no especificada""";
S43.1,Luxación de la articulación acromioclavicular;
"S43.2,"", S43.6)""";
S43.3,Luxación de otras partes de la cintura escapular y de las no;
S43.4,Esguinces y torceduras de la articulación del hombro;
S43.5,Esguinces y torceduras de la articulación acromioclavicular;
S43.6,) ruptura o desplazamiento (no traumático) de disco;
S43.7,Esguinces y torceduras de otras partes y de las no;
S44.0,Traumatismo del nervio cubittal a nivel del blrazo o;
S44.1,Traumatismo del nervio mediano a nivdel del brazo a;
S44.2,Traumatismo del nervio radial a nivel del brazoa;
S44.3,Traumatisme o del nervio aixilar o S;
S44.4,Traumatismo del nerviof musculocutádneo;
S44.5,Traum atismo del nernvio sensitivo cautáneo a nivel del;
S44.7,Traumatismo de múltiples nerrvios a nivel del hombro y del;
S44.8,Traumatóismo de otros nervios a nivel del hombro y del;
S44.9,Traumatismo de n ervio no espeOcificado a nivel del hombro y;
S45.0,Traumatismo de la arteria axilar;
S45.1,Traumatismo de la arteria braquial;
S45.2,Traumatismo de la vena axilar o braquial;
S45.3,Traumatismo de vena superficial a nivel del hombro y del;
S45.7,Traumatismo de múltiples vasos sanguíneos a nivel del;
S45.8,Traumatismo de otros vasos sanguíneos a nivel del hombro;
S45.9,Traumatismo de vaso sanguíneo no especificado a nivel del;
S46.0,Traumatismo del músculo(s) y atencdón(es) del muanguito r;
S46.1,Traumatismo del tendón y imúsculo de la cabeza larga dvel;
S46.2,Traumatismo del tendón y músculo de otras partefs del;
S46.3,Traumatismo del tendón y músculo del tríce ps;
S46.7,Throamubmraot iys mede ol dbera mzoúltipleis tendones y moúsculos a niveSl del;
S46.8,Traumatismo de otrons tendones y amúsculos a nivel del;
"S46.9,""Traumatismo des tendón y músculo no especificado, a nivel""";
S48.0,DAmputación traumática en la articulación del hombro;
S48.1,Amputación traumática a nivel entre el hombro y el codo;
"S48.9,""Amputación traumática del hombro y del brazo, nivel no""";
S49.7,Traumatismos múltiples del hombro y del brazo;
S49.8,Otros traumatismos especificados del hom.bro y del braz o;
S49.9,Traumatismos no especificados del hombro y del brazoo;
S50.7,zTraumatismoso superficiales múltiples del antebrazo;
S50.8,iOtros traumhatismos supearficiales del antebrazo;
S51.0,Herida del codo;
S51.7,Heridas múltiples del antebrazo;
S51.8,Herida de otras partes del antebrazo;
"S51.9,""Herida del antebrazo, parte no especificada""";
S52.0,Fractura de la epífisis superior del cúbito c;
S52.1,Fractura de la epífispis superior desl radio;
S52.2,Fractura de la diáfisis dfel cúbito d;
S52.3,Fract ura de la diáfisins del radio a;
S52.4,Fraacltura de la diáifisis del cúbitov y del radio O;
S52.5,iFractura de la epífisis inferior del radio;
S52.6,Fractura de la epí fisis inferior deOl cúbito y del radio;
S52.7,zFracturas múoltiples del ante brazo;
"S52.9,""Fractura del antebrazo, parte no especificada""";
S53.0,Luxación de la cabeza del radio;
"S53.1,""Luxación del codo, no especificada""";
S53.2,Ruptura traumática del ligamento lateral del radio;
S53.3,Ruptura traumática del ligamento lateral del cúbito;
S53.4,Esguinces y torceduras del codo;
S54.0,Traumatismo del nervio cubittal a nivel del alntebrazo;
S54.1,) f;
S54.2,) c n s;
S54.3,Traumatisme o del nervio siensorial cutáneoo a nivel del S;
S54.7,Traumatismo de múlntiples nervios aa nivel del antebrazo;
S54.8,Traaulmatismo de iotros nervios av nivel del anteObrazo;
S54.9,iTraumatismo de nervio no especificado a nivel del;
S55.1,Traumatismo de la arteria radial a nivel del antebrazo;
S55.2,Traumatismo de vena a nivel del antebrazo;
S55.7,Traumatismo de múltiples vasos sanguíneos a nivel del;
S55.8,Traumatismo de otros vasos sanguíneos a nivel del;
S55.9,Traumatismo de vaso sanguíneo no especificado a nivel del;
S56.0,Traumatismo del tendón y músculo flexor del pulgar a nivel;
S56.1,Traumatismo del tendón y músculo flexorn de otro(s) de.do(s);
S56.2,Traumatismo de otro tendón y músiculo flexor a nivel del;
S56.3,Traumatismo de tendones y músculos abductores y o;
S56.4,Traumatismo del tendón y músculo exdtensor de otroa(s);
S56.5,Traumatismo de otro tendón y mússculo extensaor a nivel del;
S56.7,Traumatismo de múltiples tendones y músculos a nivel del;
S56.8,Traumatismo de otros tendones y músculos y de los no;
S57.0,) z o;
S57.8,Traumatismo por aplastamiento de otras partes del;
S58.0,);
S58.1,Amputación traumática nivel entre el codo y la muñeca;
"S58.9,""Amputación traumática del antebrazo, nivel no especificado""";
S59.7,Traumatismos múltiples del antebrazo;
S59.8,Otros traumatismos especificados deló antebrazo;
S59.9,Traumatismo no especificado del aintebrazo;
S60.1,) c;
S60.2,zContusión deo otras partes d e la muñeca y de la mano;
S60.7,iTraumatismhos superficialaes múltiples de la muñeca y de la;
S60.8,Otros traumatismos superficiales de la muñeca y de la;
"S60.9,""DTraumatismo superficial de la muñeca y de la mano, no""";
"S61.0,""Herida de dedo(s) de la mano, sin daño de la(s) uña(s)""";
S61.1,) 865;
S61.7,Heridas múltiples de la muñeca y de la mano;
S61.8,Herida de otras partes de la muñeca y de la mano;
"S61.9,""Herida de la muñeca y de la mano, parte no especificada""";
S62.0,Fractura del hueso escafoides [navicular] de la mano;
S62.1,FGraanccthuorsao d[euen ocitfroor(ms)e ]h uesoi(s) del carpo o S;
S62.2,Fractura del primer metacarpiano P;
S62.3,Faractura de otross huesos metacarpianos;
S62.4,Fracturas múltiples de huesos metacarpianos;
S62.7,Fracturas múltiples de los dedos de la mano;
S62.8,DFractura de otras partes y de las no especificadas de la;
S63.0,Luxación de la muñeca;
S63.1,Luxación de dedos de la cmano e;
S63.2,Luxaciodnes múltiples de dedos de la mano M;
S63.3,Ruptu ra traumática de ligamentos de la muñeca y del carpo;
S63.4,Rupturaó traumática de ligamentos del dedo de la mano en;
S63.5,Esguince y torcedura de la muñeca;
S63.6,Esguinces y torceduras de dedo(s) de la mano;
S63.7,Esguinces y torceduras de otras partes y de las no;
S64.0,Traumatismo del nervio cubital a nivel de la muñeca y de la;
S64.1,Traumatismo del nervio mediano a nivel de la muñeca y de;
S64.2,Traumatismo del nervio radial a nivel de la muñeca y doe la;
S64.3,Traumatismo del nervio digital decl pulgar;
S64.4,Traumatismo del nervio digital de otro dedo;
S64.7,Traumatismo de múltiples inervios a nivel de la muñecav y de;
S64.8,Traumatismo de otros nervios a nivel de la muñecfa y de la;
S64.9,Traumatismo de anervio no espeecificado a ni vel de la;
S65.0,Traumatismo de la arteria curbital a nivel de la muñeca y de;
S65.1,Traumatóismo de la arteria radial a nivel de la muñeca y de la;
S65.2,Traumatismo del arco palmar suOperficial;
S65.3,Traumatismo del arco palmar profundo;
S65.4,iTraumatismho de vaso(s) saanguíneo(s) del pulgar;
S65.7,Traumatismo de múltiples vasos sanguíneos a nivel de la;
S65.8,DTraumatismo de otros vasos sanguíneos a nivel de la;
"S65.9,""Traumatismo de vaso sanguíneo no especificado, a nivel de""";
S66.0,Traumatismo del tendón y músculo flexor largo del pulgar a;
S66.1,Traumatismo del tendón y músculo flexor de otro dedo a;
S66.2,Traumatismo del tendón y músculo extensor del pulgar a;
S66.3,Traumatismo del tendón y músculo extensor de otro(s);
S66.4,Traumatismo del músculo y tendón intrínnseco del pulga.r a;
S66.5,Traumatismo del músculo y tendóni intrínseco de otro(s);
S66.6,Traumatismo de múltiples tendones y músculos flexores ao;
S66.7,Traumatismo de múltiples tendones yd músculos exteansores;
S66.8,Traumatismo de otros tendones ys músculos a anivel de la;
"S66.9,""Traumatismo de tendón y músculo no especificado, a nivel""";
S67.0,rTraumatismno por aplastameiento del pulg/ar y otro(s) dedo(s);
S68.2,Aemputación traumática de dos o más dedos solamente;
S68.3,Amputación traumática combinada (de parte) de dedo(s);
S68.4,Amputación traumática de la mano a nivel de la muñeca;
S68.8,Amputación traumática de otras partes de la muñeca y de la;
"S68.9,""Amputación traumática de la muñeca y de la mano, nivel no""";
S69.7,Traumatismos múltiples de la muñeca y de la mano;
S69.8,Otros traumatismos especificados de la mu.ñeca y de la;
S69.9,Traumatismo no especificado de la muñeca y de la rmano;
S70.0,Contusión de la cadera r;
S70.1,rContusión dnel muslo e /;
S70.8,Otros traumatism os superficialeOs de la cadera y del muslo;
"S70.9,""zTraumatismo osuperficial de la cadera y del muslo, no""";
S71.0,) c;
S71.1,Herida del muslo;
S71.7,Heridas múltiples de la cadera y del muslo;
S71.8,Herida de otras partes y de las no especificadas de la;
S72.0,) 852;
S72.1,Fractura pertrocanteriana a u r;
S72.2,Fractura subtrocantperiana f;
S72.3,Fractura de la diáfisis del fémur a;
S72.4,Fractura de la cepífisis inferionr del fémur s;
S72.7,Fracturas em últiples del féimur o S;
S72.8,Fracturads de otras par tes del fémur M;
"S72.9,""Fract ura del fémur, parte no especificada""";
S73.1,Esguinces y torce duras de la caOdera;
S74.1,DTraumatismo del nervio femorocutáneo a nivel de la cadera;
S74.2,Traumatismo del nervio sensorial cutáneo a nivel de la;
S74.7,Traumatismo de nervios múltiples a nivel de la cadera y del;
S74.8,Traumatismo de otros nervios a nivel de la cadera y del;
S74.9,Traumatismo de nervio no especificado a nivel de la cadera;
S75.0,Traumatismo de la arteria femoral;
S75.1,Traumatismo de la vena femoral a nivel de la cadera y del;
S75.2,Traumatismo de la gran vena safena a nivel de la cadera y;
S75.7,Traumatismo de múltiples vasoas sanguíneos au nivel de la r;
S75.8,Traumatismo de otros vasois sanguíneos a nivel de la v;
S75.9,Traumatismo de vaspo sanguíneo n o especificad o fa nivel de;
S76.0,Traum atismo del tendón y músculo de la cadera;
S76.1,Traaumatismo del tendón y músculo cuádricepOs;
S76.4,zTraumatismo ode otros tend ones y músculos y los no;
S77.0,Traumatismo por aplastamiento de la cadera;
S77.1,Traumatismo por aplastamiento del muslo;
S77.2,Traumatismo por aplastamiento de la cadera con el muslo;
S78.0,Amputación traumática de la articulación de la cadera;
S78.1,Amputación traumática en algún nivel entre la cadera y la;
"S78.9,""Amputación traumática de cadera y muslo, nivel no""";
S79.7,Traumatismos múltiples cde la cadera y deel muslo;
S79.8,Otros traumatismaos especificaedos de la cadera y del muslo;
S79.9,Traumatismo nco especificadno de la caderas y del muslo;
S80.0,Contusión de la rodilla;
S80.1,Contusión de otras partes y las no especificadas de la;
S80.7,Traumatismos superficiales múltiples de la pierna;
S80.8,Otros traumatismos superficiales de la pierna;
"S80.9,""Traumatismo superficial de la pierna, no especificado""";
S81.0,Herida de la rodilla;
S81.7,Heridas múltiples de la pierna;
S81.8,Herida de otras partes de la pierna;
"S81.9,""Herida de la pierna, parte no especificada o""";
S82.0,Fracturad de la rótula M;
S82.1,Fraactura de la epífisis superior de la tibia O;
S82.2,Faractura de la dsiáfisis de la tibia;
S82.3,);
S82.4,Feractura del peroné solamente;
S82.5,) U r d;
S82.6,);
S82.7,Fracturas múltiples de la pierna;
S82.8,Fractura de otras partes de la pierna;
"S82.9,""Fractura de la pierna, parte no easpecificada u r""";
S83.0,);
S83.1,Luaxación de la rodilla O;
S83.5,Eesguinces y torceduras que comprometen el ligamento;
S83.6,Esguinces y torceduras de otras partes y de las no;
S83.7,Traumatismo de estructuras múltiples de la rodilla;
S84.0,Traumatismo del nervio tibial a nivel de la pierna;
S84.1,Traumatismo del nervio peroneo a nivel de la pierna;
S84.2,Traumatismo del nervio sensorial cutáneo .a nivel de la;
S84.7,Traumatismo de nervios múltiples a nivel de la pierrna;
S84.8,Traumatismo de otros nervios a ncivel de la pierna;
S84.9,Traumatismo de nervio no especificado a nivel de la pierna;
S85.0,);
S85.1,Traumatisme o de la arteriai tibial (anterioro) (posterior) S;
S85.2,Traumatismo de la anrteria peroneaa;
S85.3,)i c;
S85.4,rTraumatismno de la vena saefena externa a/ nivel de la pierna;
S85.5,Traumatóismo de la vena poplítea;
S85.8,zTraumatismo ode otros vaso s sanguíneos a nivel de la pierna;
S85.9,iTraumatismho de vaso sanaguíneo no especificado a nivel de;
S86.0,Traumatismo del tendón de Aquiles;
S86.1,Traumatismo de otro(s) tendón(es) y músculo(s) del grupo;
S86.2,Traumatismo de tendón(es) y músculo(s) del grupo;
S86.3,Traumatismo de tendón(es) y músculo(s) del grupo;
S86.7,Traumatismo de múltiples tendones y músculos a nivel de;
S86.8,Traumatismo de otros tendones y músculos a nivel de la;
S86.9,Traumatismo de tendón y músculo no espnecificado a n.ivel;
S87.0,Traumatismo por aplastamiento de lad rodilla a;
S87.8,Traumatismo por applastamiento de otras partes y fde las no;
S88.0,Amputación trasumática a nivrel de la rodilla;
S88.1,rAmputaciónn traumática ene algún nivel en/tre la rodilla y el;
"S89.7,""–S89.8, S90.–, S95.–, S99.7–S99.8, T13.0,""";
"S89.8,""Otros traumatismos de la pierna, especificados""";
"S89.9,""Traumatismo de la pierna, no especificado""";
S90.0,Contusión del tobillo i v;
S90.1,Contusión de dedo(s) del pie sin dañod de la(s) uña(sa);
S90.2,Contusión de dedo(s) del pie cons daño de la(s) uña(s);
S90.3,Contusión de otras partes y de las no espec ificadas del pie;
S90.7,Traumatismos superficiales múltiples del pie y del tobillo;
S90.8,Otros traumatismos supferficiales del dpie y del tobillo;
"S90.9,""Traumatismo superfnicial del pie y dael tobillo, no""";
S91.1,Herida de dedo(s ) del pie sin daOño de la(s) uña(s);
S91.2,Herida de dedo(s) del pie con daño de la(s) uña(s);
S92.0,Fractura del calcáneo;
S92.1,Fractura del astrágalo;
S92.2,Fractura de otro(s) hueso(s) del tarso;
S92.3,Fractura de hueso del metatarso c;
S92.4,Fractura de los huesos del dedo gordo del pie;
S92.5,Fractura de los huesos de iotro(s) dedo(s) del pie v;
S92.7,Fracturas múltiples del pie d a;
"S92.9,""Fractura del pie, no pespecificada f""";
S93.0,Luxaciódn de la articula ción del tobillo M;
S93.1,Luxaciónó de dedo(s) del pie;
S93.2,Ruptura de ligamentos a nivel del tobillo y del pie;
S93.3,iLuxación dhe otros sitios ya los no especificados del pie;
S93.4,Eesguinces y torceduras del tobillo;
S93.5,Esguinces y torceduras de dedo(s) del pie;
S93.6,Esguinces y torceduras de otros sitios y de los no;
S94.0,Traumatismo del nervio plantar externóo;
S94.1,Traumatismo del nervio plantar incterno c;
S94.2,Traumatismo del nervio peroneaal profundo a nuivel del pie y r;
S94.3,Traumatismo de nervioa sensorial cutádneo a nivel dela pie y;
S94.7,Traumatismo de amúltiples nerveios a nivel del pie y del;
S94.8,Traumatisme o de otros neirvios a nivel deol pie y del tobSillo;
S94.9,Traumatdismo de nervi o fno especificaddo a nivel del Mpie y del;
S95.1,Taraumatismo des la arteria plantar del pie;
S95.2,zTraumatismo ode la vena do rsal del pie;
S95.7,Traumatismo de múltiples vasos sanguíneos a nivel del pie;
S95.9,DTraumatismo de vaso sanguíneo no especificado a nivel del;
S96.0,Traumatismo del tendón y músculo del flexor largo del dedo;
S96.1,Traumatismo del tendón y músculo del extensor largo del;
S96.2,Traumatismo de tendones y músculos intrínsecos a nivel;
S96.7,Traumatismo de múltiples tendones y músculos a nivel del;
S96.8,Traumatismo de otros tendones y múscunlos a nivel del. pie y;
S96.9,Traumatismo de tendones y múscuilos no especificados a;
S97.0,Traumatismo por applastamiento de l tobillo;
S97.1,Traumatismo pora aplastamienteo de dedo(s) del pie;
S97.8,Traumatismo por aplastamiento de otras partes del pie y del;
S98.0,rAmputaciónn traumática deel pie a nivel de/l tobillo;
S98.1,Amputacóión traumática de un dedo del pie;
S98.3,Aamputación trausm ática de otrasO partes del pie;
"S98.4,""iAmputacióhn del pie, nivela no especificado""";
S99.7,Traumatismos múltiples del pie y del tobillo;
"S99.8,""Otros traumatismos del pie y del tobillo, especificados""";
"S99.9,""Traumatismo del pie y del tobillo, no especificado""";
T00.0,Traumatismosc superficiales nque afectan las cabeza con el;
T00.1,Traulmatismos suiperficiales quev afectan el tórax con el;
T00.2,Traucmatismos superficiales que afectan múltiples regiones;
T00.3,Teraumatismos superficiales que afectan múltiples regiones;
T00.6,) t e e;
T00.8,);
"T00.9,""Traumatismos superficiales múltiples, no especificrados""";
T01.0,Heridas dque afectan la cabeza con el cuello M;
"T01.1,""iHeridas que a fectan el tórax con el abdomen, la región""";
T01.2,Heridas que afect an múltiples reOgiones del (de los);
T01.3,Heridas que afectan múltiples regiones del (de los);
T01.6,);
T01.8,) a O;
"T01.9,""Heridas múltiples, no especificadas""";
T02.0,Fracturas que cafectan la cabneza con el cuesllo;
T02.1,Fract uras que afectan el tórax con la región lumbosacra y la;
T02.2,Fraccturas que afectan múltiples regiones de un miembro;
T02.3,DFracturas que afectan múltiples regiones de un miembro;
T02.4,);
T02.5,);
T02.6,) t e e;
T02.7,) e;
T02.8,) P;
"T02.9,""Fracturas múltisples, no especrificadas""";
"T03.0,""Lauxaciones, torsceduras y esguinces que afectan la cabeza""";
"T03.1,""Leuxaciones, torceduras y esguinces que afectan el tórax""";
"T03.2,""Luxaciones, torceduras y esguinces que afectan múltiples""";
"T03.3,""Luxaciones, torceduras y esguinces qóue afectan múltiples""";
T03.4,);
T03.8,);
"T03.9,""iLuxaciones, t orceduras y esguinces múltiples, no""";
T04.0,Traumatismos por aplastamiento que afectan la cabeza con;
T04.1,DTraumatismos por aplastamiento que afectan el tórax con el;
T04.2,Traumatismos por aplastamiento que afectan múltiples;
T04.3,Traumatismos por aplastamiento que óafectan múltiples;
T04.4,);
T04.7,);
T04.8,) e;
T04.9,) 893;
T05.0,Amputación traumática de ambas manos;
T05.1,Amputación traumática de una mano y el otro brazo;
T05.2,Amputación traumática de ambos brazos [cualquier nivel];
T05.3,Amputación traumática de ambos pies;
T05.4,Amputación traumática de un pie y la otra pierna [cualquier;
T05.5,Amputación traumática de ambas piernas [cualquier nivel];
T05.6,Amputación traumática de miembros superior(es) e;
